State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Enacted (Y/N),Act identifier,Enacted Date,Matched keywords
Iowa,84,HSB632,(PROPOSED COMMITTEE ON LOCAL GOVERNMENT BILL BY CHAIRPERSON WAGNER),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB632&ga=84,bill_texts/GA84/HSB632.txt,,,,,Visa
Iowa,84,HSB630,(PROPOSED MENTAL HEALTH AND DISABILITY SERVICES STUDY COMMITTEE BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB630&ga=84,bill_texts/GA84/HSB630.txt,,,Chapter 8,,"Alien, Visa, Foreign"
Iowa,84,HSB625,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON ANDERSON),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB625&ga=84,bill_texts/GA84/HSB625.txt,,,Chapter 1181,,Foreign
Iowa,84,HSB624,(PROPOSED MENTAL HEALTH AND DISABILITY SERVICES STUDY COMMITTEE BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB624&ga=84,bill_texts/GA84/HSB624.txt,,,Chapter 1246,,Citizenship
Iowa,84,HSB622,(PROPOSED COMMITTEE ON HUMAN RESOURCES BILL BY CHAIRPERSON MILLER),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB622&ga=84,bill_texts/GA84/HSB622.txt,,,Chapter 147,,Citizenship
Iowa,84,HSB621,(PROPOSED COMMITTEE ON COMMERCE BILL BY CHAIRPERSON SODERBERG),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB621&ga=84,bill_texts/GA84/HSB621.txt,,,Chapter 508,,Foreign
Iowa,84,HSB608,(PROPOSED COMMITTEE ON COMMERCE BILL BY CHAIRPERSON SODERBERG),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB608&ga=84,bill_texts/GA84/HSB608.txt,,,Chapter 504,,Foreign
Iowa,84,HSB606,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON ANDERSON),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB606&ga=84,bill_texts/GA84/HSB606.txt,,,Chapter 257,,"Alien, Foreign"
Iowa,85,HF89,ABDUL-SAMAD,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF89&ga=85,bill_texts/GA85/HF89.txt,,,,,Foreign
Iowa,85,HF76,"WATTS, KLEIN, ALONS, VANDER LINDEN, LANDON, FISHER, and SHEETS",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF76&ga=85,bill_texts/GA85/HF76.txt,,,,,Foreign
Iowa,85,HF73,WINDSCHITL,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF73&ga=85,bill_texts/GA85/HF73.txt,,,,,"Immigration, Citizenship, Alien"
Iowa,85,HF67,WOLFE and R. OLSON,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF67&ga=85,bill_texts/GA85/HF67.txt,,,Chapter 232,,Foreign
Iowa,85,HF45,HUNTER,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF45&ga=85,bill_texts/GA85/HF45.txt,,,Chapter 914,,Citizenship
Iowa,85,HF183,"WINCKLER, WESSEL-KROESCHELL, ANDERSON, THEDE, STECKMAN, THOMAS, HUNTER, ISENHART, WOOD, KELLEY, LENSING, JACOBY, GAINES, ABDUL-SAMAD, and R. OLSON",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF183&ga=85,bill_texts/GA85/HF183.txt,,,,,Citizenship
Iowa,85,HF171,"WINDSCHITL, KLEIN, KOESTER, FRY, SCHULTZ, HUSEMAN, FISHER, BRANDENBURG, LANDON, HANUSA, COSTELLO, and SALMON",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF171&ga=85,bill_texts/GA85/HF171.txt,,,,,Citizenship
Iowa,85,HF165,"KAJTAZOVIC, KELLEY, STECKMAN, and ISENHART",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF165&ga=85,bill_texts/GA85/HF165.txt,,,,,Visa
Iowa,85,HF252,COMMITTEE ON AGRICULTURE (SUCCESSOR TO HSB 69),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF252&ga=85,bill_texts/GA85/HF252.txt,,,Chapter 422,,Foreign
Iowa,85,HF219,"the House March 11, 2013 )",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF219&ga=85,bill_texts/GA85/HF219.txt,,,,,Visa
Iowa,85,HF368,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF368&ga=85,bill_texts/GA85/HF368.txt,,,Chapter 4,,"Immigration, Alien"
Iowa,85,HF364,KELLEY,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF364&ga=85,bill_texts/GA85/HF364.txt,,,,,Border
Iowa,85,HF485,COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HSB 23),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF485&ga=85,bill_texts/GA85/HF485.txt,,,,,Foreign
Iowa,85,HF460,WINDSCHITL,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF460&ga=85,bill_texts/GA85/HF460.txt,,,Chapter 468,,Border
Iowa,85,HF437,"ABDUL-SAMAD, STECKMAN, and KAJTAZOVIC",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF437&ga=85,bill_texts/GA85/HF437.txt,,,,,Foreign
Iowa,85,HF423,GRASSLEY,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF423&ga=85,bill_texts/GA85/HF423.txt,,,,,Citizenship
Iowa,85,HF415,FRY and HUNTER,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF415&ga=85,bill_texts/GA85/HF415.txt,,,Chapter 232,,Visa
Iowa,85,HF584,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 132),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF584&ga=85,bill_texts/GA85/HF584.txt,,,Chapter 15,,Migrant
Iowa,85,HF580,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 61),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF580&ga=85,bill_texts/GA85/HF580.txt,,,Chapter 488,,Foreign
Iowa,85,HF525,COMMITTEE ON TRANSPORTATION (SUCCESSOR TO HSB 92),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF525&ga=85,bill_texts/GA85/HF525.txt,,,,,Foreign
Iowa,85,HF523,COMMITTEE ON NATURAL RESOURCES (SUCCESSOR TO HSB 66),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF523&ga=85,bill_texts/GA85/HF523.txt,,,,,Foreign
Iowa,85,SF85,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF85&ga=85,bill_texts/GA85/SF85.txt,,,,,Foreign
Iowa,85,SF80,"BOLKCOM, HOGG, DVORSKY, DOTZLER, SENG, PETERSEN, HATCH, HORN, DEARDEN, QUIRMBACH, and McCOY",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF80&ga=85,bill_texts/GA85/SF80.txt,,,,,Citizenship
Iowa,85,SF72,"HATCH, McCOY, JOCHUM, QUIRMBACH, HORN, TAYLOR, BRASE, DOTZLER, DVORSKY, BOLKCOM, PETERSEN, SODDERS, MATHIS, HART, and BEALL",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF72&ga=85,bill_texts/GA85/SF72.txt,,,Chapter 64,,Alien
Iowa,85,SF70,"BOLKCOM, PETERSEN, SODDERS, MATHIS, HART, BOWMAN, BEALL, McCOY, JOCHUM, GRONSTAL, QUIRMBACH, WILHELM, DEARDEN, HORN, TAYLOR, HATCH, BRASE, SENG, DANIELSON, DVORSKY, RAGAN, SCHOENJAHN, and BLACK",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF70&ga=85,bill_texts/GA85/SF70.txt,,,,,Foreign
Iowa,85,SF166,"BEHN, CHAPMAN, HOUSER, GREINER, FEENSTRA, GUTH, ROZENBOOM, ANDERSON, BERTRAND, SEGEBART, JOHNSON, BREITBACH, ZAUN, SINCLAIR, WHITVER, ZUMBACH, SCHNEIDER, KAPUCIAN, SORENSON, BOETTGER, and SMITH",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF166&ga=85,bill_texts/GA85/SF166.txt,,,,,Visa
Iowa,85,SF138,"ZAUN, ANDERSON, SORENSON, BERTRAND, FEENSTRA, KAPUCIAN, BOETTGER, HOUSER, CHAPMAN, and WHITVER",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF138&ga=85,bill_texts/GA85/SF138.txt,,,,,Visa
Iowa,85,SF136,HATCH,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF136&ga=85,bill_texts/GA85/SF136.txt,,,,,Visa
Iowa,85,SF134,JOCHUM,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF134&ga=85,bill_texts/GA85/SF134.txt,,,Chapter 356,,Immigration
Iowa,85,SF127,DEARDEN,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF127&ga=85,bill_texts/GA85/SF127.txt,,,Chapter 914,,Citizenship
Iowa,85,SF297,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO SSB 1025),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF297&ga=85,bill_texts/GA85/SF297.txt,,,Chapter 173,,Migrant
Iowa,85,SF283,McCOY,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF283&ga=85,bill_texts/GA85/SF283.txt,,,Chapter 321,,"Immigration, Citizenship, Foreign"
Iowa,85,SF272,"COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT (SUCCESSOR TO SSB 1003) (As Amended and Passed by the Senate March 27, 2013 )",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF272&ga=85,bill_texts/GA85/SF272.txt,,,,,Foreign
Iowa,85,SF257,COMMITTEE ON TRANSPORTATION (SUCCESSOR TO SSB 1103),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF257&ga=85,bill_texts/GA85/SF257.txt,,,,,Foreign
Iowa,85,SF246,COMMITTEE ON AGRICULTURE (SUCCESSOR TO SSB 1143),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF246&ga=85,bill_texts/GA85/SF246.txt,,,Chapter 1095,,Visa
Iowa,85,SF230,COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1124),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF230&ga=85,bill_texts/GA85/SF230.txt,,,,,Foreign
Iowa,85,SF399,COMMITTEE ON JUDICIARY (SUCCESSOR TO SF 134),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF399&ga=85,bill_texts/GA85/SF399.txt,,,Chapter 356,,Immigration
Iowa,85,SF398,COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1169),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF398&ga=85,bill_texts/GA85/SF398.txt,,,Chapter 2,,Foreign
Iowa,85,SF382,COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1147),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF382&ga=85,bill_texts/GA85/SF382.txt,,,Chapter 232,,Foreign
Iowa,85,SF375,COMMITTEE ON COMMERCE (SUCCESSOR TO SF 72),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF375&ga=85,bill_texts/GA85/SF375.txt,,,Chapter 64,,Alien
Iowa,85,SF364,COMMITTEE ON TRANSPORTATION (SUCCESSOR TO SSB 1204),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF364&ga=85,bill_texts/GA85/SF364.txt,,,,,Foreign
Iowa,85,SF348,COMMITTEE ON TRANSPORTATION (SUCCESSOR TO SSB 1156),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF348&ga=85,bill_texts/GA85/SF348.txt,,,,,Foreign
Iowa,85,SF329,COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO SSB 1114),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF329&ga=85,bill_texts/GA85/SF329.txt,,,,,Foreign
Iowa,85,SF326,COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO SSB 1189),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF326&ga=85,bill_texts/GA85/SF326.txt,,,Chapter 708,,"Alien, Foreign"
Iowa,85,SF313,MATHIS (COMPANION TO HF 180),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF313&ga=85,bill_texts/GA85/SF313.txt,,,Chapter 147,,Visa
Iowa,85,SF309,COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1188),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF309&ga=85,bill_texts/GA85/SF309.txt,,,Chapter 173,,"Migrant, Foreign"
Iowa,85,SF448,ZAUN,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF448&ga=85,bill_texts/GA85/SF448.txt,,,Chapter 422,,Foreign
Iowa,85,SF443,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF443&ga=85,bill_texts/GA85/SF443.txt,,,Chapter 422,,Foreign
Iowa,85,SF423,"COMMITTEE ON EDUCATION (SUCCESSOR TO SSB 1228) (As Amended and Passed by the Senate March 26, 2013 )",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF423&ga=85,bill_texts/GA85/SF423.txt,,,Chapter 3,,Foreign
Iowa,85,SF420,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO SF 70),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF420&ga=85,bill_texts/GA85/SF420.txt,,,,,Foreign
Iowa,85,SF409,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO SSB 1075),,https://www.legis.iowa.gov/legislation/BillBook?ba=SF409&ga=85,bill_texts/GA85/SF409.txt,,,Chapter 15,,Migrant
Iowa,85,HSB95,(PROPOSED COMMITTEE ON HUMAN RESOURCES BILL BY CHAIRPERSON MILLER),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB95&ga=85,bill_texts/GA85/HSB95.txt,,,Chapter 356,,Immigration
Iowa,85,HSB92,(PROPOSED DEPARTMENT OF TRANSPORTATION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB92&ga=85,bill_texts/GA85/HSB92.txt,,,,,Foreign
Iowa,85,HSB89,(PROPOSED DEPARTMENT OF EDUCATION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB89&ga=85,bill_texts/GA85/HSB89.txt,,,Chapter 257,,Visa
Iowa,85,HSB83,(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB83&ga=85,bill_texts/GA85/HSB83.txt,,,Chapter 508,,Foreign
Iowa,85,HSB69,(PROPOSED COMMITTEE ON AGRICULTURE BILL BY CHAIRPERSON GRASSLEY),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB69&ga=85,bill_texts/GA85/HSB69.txt,,,Chapter 422,,Foreign
Iowa,85,HSB66,(PROPOSED DEPARTMENT OF NATURAL RESOURCES BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB66&ga=85,bill_texts/GA85/HSB66.txt,,,,,Foreign
Iowa,85,HSB31,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB31&ga=85,bill_texts/GA85/HSB31.txt,,,,,Foreign
Iowa,85,HSB23,(PROPOSED SECRETARY OF STATE BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB23&ga=85,bill_texts/GA85/HSB23.txt,,,,,Foreign
Iowa,85,HSB6,(PROPOSED JUDICIAL BRANCH BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB6&ga=85,bill_texts/GA85/HSB6.txt,,,Chapter 910,,Foreign
Iowa,85,HSB193,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB193&ga=85,bill_texts/GA85/HSB193.txt,,,Chapter 148,,"Alien, Foreign"
Iowa,85,HSB161,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB161&ga=85,bill_texts/GA85/HSB161.txt,,,Chapter 173,,"Migrant, Foreign"
Iowa,85,HSB160,(PROPOSED DEPARTMENT OF REVENUE BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB160&ga=85,bill_texts/GA85/HSB160.txt,,,Chapter 418,,Foreign
Iowa,85,HSB143,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB143&ga=85,bill_texts/GA85/HSB143.txt,,,Chapter 2,,Foreign
Iowa,85,HSB132,(PROPOSED ECONOMIC DEVELOPMENT AUTHORITY BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB132&ga=85,bill_texts/GA85/HSB132.txt,,,Chapter 15,,Migrant
Iowa,85,HSB129,(PROPOSED DEPARTMENT OF AGRICULTURE AND LAND STEWARDSHIP BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB129&ga=85,bill_texts/GA85/HSB129.txt,,,,,Visa
Iowa,85,HSB120,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB120&ga=85,bill_texts/GA85/HSB120.txt,,,Chapter 232,,Foreign
Iowa,85,HSB113,(PROPOSED ETHICS AND CAMPAIGN DISCLOSURE BOARD BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB113&ga=85,bill_texts/GA85/HSB113.txt,,,,,Foreign
Iowa,85,HSB106,(PROPOSED COMMITTEE ON STATE GOVERNMENT BILL BY CHAIRPERSON VANDER LINDEN),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB106&ga=85,bill_texts/GA85/HSB106.txt,,,Chapter 504,,Foreign
Iowa,85,HSB233,(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SANDS),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB233&ga=85,bill_texts/GA85/HSB233.txt,,,,,Foreign
Iowa,85,HSB208,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB208&ga=85,bill_texts/GA85/HSB208.txt,,,Chapter 488,,Foreign
Iowa,85,HSB500,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB500&ga=85,bill_texts/GA85/HSB500.txt,,,,,Foreign
Iowa,85,HSB597,(PROPOSED DEPARTMENT OF TRANSPORTATION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB597&ga=85,bill_texts/GA85/HSB597.txt,,,Chapter 8,,Foreign
Iowa,85,HSB577,(PROPOSED COMMITTEE ON STATE GOVERNMENT BILL BY CHAIRPERSON VANDER LINDEN),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB577&ga=85,bill_texts/GA85/HSB577.txt,,,Chapter 148,,Foreign
Iowa,85,HSB536,(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB536&ga=85,bill_texts/GA85/HSB536.txt,,,Chapter 507,,Foreign
Iowa,85,HSB535,(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB535&ga=85,bill_texts/GA85/HSB535.txt,,,Chapter 507,,"Alien, Foreign"
Iowa,85,HSB688,(PROPOSED COMMITTEE ON APPROPRIATIONS BILL BY CHAIRPERSON SODERBERG),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB688&ga=85,bill_texts/GA85/HSB688.txt,,,Chapter 140,,Foreign
Iowa,85,HSB683,(PROPOSED COMMITTEE ON APROPRIATIONS BILL BY JOINT APPROPRIATIONS SUBCOMMITTEE ON ECONOMIC DEVELOPMENT) (SUCCESSOR TO LSB 5004JA),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB683&ga=85,bill_texts/GA85/HSB683.txt,,,Chapter 137,,Alien
Iowa,85,HSB679,(PROPOSED COMMITTEE ON APPROPRIATIONS BILL BY HOUSE APPROPRIATIONS SUBCOMMITTEE ON AGRICULTURE AND NATURAL RESOURCES),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB679&ga=85,bill_texts/GA85/HSB679.txt,,,Chapter 132,,"Visa, Border"
Iowa,85,HSB677,(PROPOSED COMMITTEE ON APPROPRIATIONS BILL BY HOUSE APPROPRIATIONS SUBCOMMITTEE ON JUSTICE SYSTEM),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB677&ga=85,bill_texts/GA85/HSB677.txt,,,Chapter 139,,Foreign
Iowa,85,HSB649,(PROPOSED DEPARTMENT OF REVENUE BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB649&ga=85,bill_texts/GA85/HSB649.txt,,,Chapter 418,,Migrant
Iowa,85,HSB643,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB643&ga=85,bill_texts/GA85/HSB643.txt,,,Chapter 306,,"Alien, Foreign"
Iowa,85,HSB642,(PROPOSED COMMITTEE ON COMMERCE BILL BY CHAIRPERSON COWNIE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB642&ga=85,bill_texts/GA85/HSB642.txt,,,Chapter 508,,Foreign
Iowa,85,HSB637,(PROPOSED COMMITTEE ON HUMAN RESOURCES BILL BY CHAIRPERSON MILLER),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB637&ga=85,bill_texts/GA85/HSB637.txt,,,Chapter 504,,Foreign
Iowa,85,HSB631,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB631&ga=85,bill_texts/GA85/HSB631.txt,,,Chapter 669,,"Visa, Foreign"
Iowa,85,HSB625,(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON BALTIMORE),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB625&ga=85,bill_texts/GA85/HSB625.txt,,,,,Foreign
Iowa,85,HSB618,(PROPOSED IOWA FINANCE AUTHORITY BILL),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB618&ga=85,bill_texts/GA85/HSB618.txt,,,Chapter 175,,Visa
Iowa,85,HSB610,(PROPOSED COMMITTEE ON EDUCATION BILL BY CHAIRPERSON JORGENSEN),,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB610&ga=85,bill_texts/GA85/HSB610.txt,,,Chapter 26,,Foreign
Iowa,86,HF75,"HUNTER, KELLEY, STAED, HALL, KEARNS, T. TAYLOR, SMITH, BENNETT, LENSING, ANDERSON, ABDUL-SAMAD, WINCKLER, MASCHER, WESSEL-KROESCHELL, OLDSON, and STECKMAN",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF75&ga=86,bill_texts/GA86/HF75.txt,,,,,Citizenship
Iowa,86,HF64,WESSEL-KROESCHELL,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF64&ga=86,bill_texts/GA86/HF64.txt,,,,,Foreign
Iowa,86,HF57,BYRNES,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF57&ga=86,bill_texts/GA86/HF57.txt,,,Chapter 389,,Border
Iowa,86,HF193,COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO HSB 83),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF193&ga=86,bill_texts/GA86/HF193.txt,,,Chapter 1190,,Foreign
Iowa,86,HF175,"HEARTSILL, SHEETS, WATTS, KAUFMANN, KOESTER, BAUDLER, DOLECHECK, MOMMSEN, GASSMAN, BYRNES, BRANHAGEN, FISHER, KOOIKER, HOLT, and HANUSA",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF175&ga=86,bill_texts/GA86/HF175.txt,,,,,"Immigration, Citizenship"
Iowa,86,HF136,FISHER,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF136&ga=86,bill_texts/GA86/HF136.txt,,,Chapter 232,,Foreign
Iowa,86,HF135,"WATTS, SALMON, SHEETS, HEARTSILL, FORRISTALL, VANDER LINDEN, HOLT, BAUDLER, LANDON, GUSTAFSON, KOOIKER, GASSMAN, and FISHER",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF135&ga=86,bill_texts/GA86/HF135.txt,,,,,Foreign
Iowa,86,HF115,WINDSCHITL,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF115&ga=86,bill_texts/GA86/HF115.txt,,,,,Citizenship
Iowa,86,HF293,"HEARTSILL, SALMON, HOLT, MOMMSEN, KOOIKER, WILLS, VANDER LINDEN, FISHER, GASSMAN, and SHEETS",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF293&ga=86,bill_texts/GA86/HF293.txt,,,,,Foreign
Iowa,86,HF246,COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HSB 72) (COMPANION TO SF 198 BY COMMITTEE ON STATE GOVERNMENT),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF246&ga=86,bill_texts/GA86/HF246.txt,,,Chapter 542,,Foreign
Iowa,86,HF230,BYRNES,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF230&ga=86,bill_texts/GA86/HF230.txt,,,,,Foreign
Iowa,86,HF380,"STAED, KAUFMANN, ROGERS, KOESTER, STECKMAN, PRICHARD, KEARNS, T. TAYLOR, ANDERSON, HANSON, THEDE, MASCHER, STUTSMAN, WINCKLER, LENSING, COHOON, GASKILL, JACOBY, McCONKEY, and FORBES",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF380&ga=86,bill_texts/GA86/HF380.txt,,,Chapter 147,,Visa
Iowa,86,HF356,ABDUL-SAMAD,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF356&ga=86,bill_texts/GA86/HF356.txt,,,,,Foreign
Iowa,86,HF305,"GAINES, MEYER, KEARNS, MASCHER, BROWN-POWERS, ABDUL-SAMAD, and LENSING",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF305&ga=86,bill_texts/GA86/HF305.txt,,,Chapter 321,,"Immigration, Citizenship, Foreign"
Iowa,86,HF495,HUNTER,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF495&ga=86,bill_texts/GA86/HF495.txt,,,,,Immigration
Iowa,86,HF454,COMMITTEE ON COMMERCE (SUCCESSOR TO HSB 139),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF454&ga=86,bill_texts/GA86/HF454.txt,,,Chapter 22,,Foreign
Iowa,86,HF430,"HANSON, GASKILL, HUNTER, STUTSMAN, MASCHER, BEARINGER, OURTH, KEARNS, SMITH, LENSING, WINCKLER, BROWN-POWERS, FORBES, and MOORE",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF430&ga=86,bill_texts/GA86/HF430.txt,,,,,Border
Iowa,86,HF590,COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 136),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF590&ga=86,bill_texts/GA86/HF590.txt,,,Chapter 8,,Border
Iowa,86,HF551,COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO HSB 160) (COMPANION TO LSB 2092SV BY COMMITTEE ON HUMAN RESOURCES),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF551&ga=86,bill_texts/GA86/HF551.txt,,,,,Border
Iowa,86,HF542,COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO HSB 126),,https://www.legis.iowa.gov/legislation/BillBook?ba=HF542&ga=86,bill_texts/GA86/HF542.txt,,,Chapter 234,,Foreign
